Program,Enrollment Year,Gender,DOB,District,Country,Education Background,GPA,Professional Engagement,Mothers Profession,Fathers Profession,Status,Withdrawn or Graduate Date (mm.dd.yy),Reason for Withdrawal,Year,Actual Concentration
MBA,2018,Male,29-Jun-93,Kavreplanchok,,Management,52.5,Unemployed,Business,Business,Graduate,"October 26, 2020",,2020,Financial Management 
MBA,2018,Male,09-Jan-96,Kathmandu,,Business and Management,,Employed,NA,Business Person,Withdrawn ,"December 30, 2019",Administrative withdrawal,2019,Entrepreneurship 
MBA,2018,Male,24-Sep-94,Baitadi,,,,Employed,Banker,Banker,Graduate,"October 26, 2020",,2020,Agribusiness Management
MBA,2018,Male,7-May-79,Jhapa,,Agriculture,51,Unemployed,Farming,Farming,,,,1899,
FALSE,,,,,,,,,,,Withdrawn ,"September 26, 2019",Administrative withdrawal,2019,Entrepreneurship 
MBA,2018,Male,17-May-96,Kathmandu,,,,Employed,,,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Male,06-Aug-94,Kavreplanchok,,,,Entrepreneur,Retired Service Holder,Business Consultant,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Male,06-Oct-92,Kathmandu,,Business Administration,70.8,Unemployed,Housewife,Businessman,Graduate,"August 25, 2020",,2020,Financial Management 
MBA,2018,Female,04-Oct-94,Lalitpur,,BACHELORS IN BUSINESS ADMINISTRATION,67.7,Employed,Home Maker,Civil Servant,Graduate,"August 25, 2020",,2020,Agribusiness Management
MBA,2018,Male,24-Nov-87,Lalitpur,,,64,Entrepreneur,,,Withdrawn ,"July 10, 2019",Work Commitment,2019,Marketing Management
MBA,2018,Male,22-Jan-95,Kathmandu,,Marketing,1,Employed,,,Graduate,"August 25, 2020",,2020,Financial Management 
MBA,2018,Male,25-Oct-96,Kathmandu,,B.B.A. (Finance),70,Unemployed,Homemaker,Businessmen,Graduate,"August 25, 2020",,2020,Agribusiness Management
MBA,2018,Male,08-Sep-96,Kathmandu,,Agricultural Engineering,66.8,Employed,Housewife,Real estate business,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Female,19-Sep-96,Kathmandu,,,3,Employed,Housewife,Business,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Male,13-Mar-95,Syangja,,,44.21,Unemployed,Entrepreneur,Entrepreneur,Graduate,"August 25, 2020",,2020,Nonprofit Management
MBA,2018,Female,10-Dec-87,Kathmandu,,Management,44,Entrepreneur,,,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Male,06-Apr-94,Bardiya,,Management,78.4,Entrepreneur,Teacher,Investment Banker,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Male,04-Feb-93,Kathmandu,,,59,Entrepreneur,House Wife,Business,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Male,08-Mar-95,Lalitpur,,Science and Technology,,Entrepreneur,no,Service,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Male,03-Sep-95,Kathmandu,,Kathmandu,,Unemployed,Housewife,Business,Graduate,"August 25, 2020",,2020,Human Resources Management 
MBA,2018,Female,20-Jan-95,Kathmandu,,Management,71.5,Unemployed,Housewife,Businessman ,Withdrawn ,"January 18, 2019",Work Commitment,2019,Pending 
MBA,2018,Male,27-Jan-94,Lalitpur,,Communication,2.5,Employed,,,Graduate,"August 25, 2020",,2020,Financial Management 
MBA,2018,Female,20-Apr-95,Saptari,,BBA,88.02,Employed,Business,Banker,Graduate,"August 25, 2020",,2020,Human Resources Management 
MBA,2018,Female,05-Mar-93,Lalitpur,,,2.54,Employed,Government Service,Retired,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Male,14-Nov-94,Kathmandu,,Management,57.8,Employed,Housewife/Business women,Businessman,Graduate,"August 25, 2020",,2020,Marketing Management
MBA,2018,Male,18-Feb-96,Bhaktapur,,Business Computing,68.7,Employed,Housewife,Business person,Graduate,"August 25, 2020",,2020,Marketing Management
MBA,2018,Male,14-Apr-96,Bhaktapur,,Business Management,63.3,Employed,,,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Male,01-Mar-94,Sankhuwasabha,,,61.6,Employed,Housewife,Businessman,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Female,10-Oct-95,Nawalpur,,Business Administration,58.7,Unemployed,Lady of the house,Entrepreneur,Graduate,"August 25, 2020",,2020,Agribusiness Management
MBA,2018,Male,06-Dec-95,Nawalpur,,"Business Administration ,Banking and Insurance",68.2,Employed,,,Graduate,"August 25, 2020",,2020,Agribusiness Management
MBA,2018,Male,25-Sep-92,Kavreplanchok,,Business administration and marketing,56.8,Unemployed,Housewife,Business,Graduate,"August 25, 2020",,2020,Financial Management 
MBA,2018,Male,07-Mar-94,Kathmandu,,Engineering,73,Employed,NA,Civil Service,Graduate,"August 25, 2020",,2020,Marketing Management
MBA,2018,Male,11-Jun-93,Kavreplanchok,,BUSINESS MANAGEMENT,60.3,Employed,Housewife,Businessman,Withdrawn ,"October 21, 2018",Family Issues ,2018,Pending 
MBA,2018,Female,07-Nov-94,,India,Engineering,87,Employed,,,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Female,03-Jan-94,Kathmandu,,Computer Engineering,3,Employed,Teacher,Retired army officer,Withdrawn ,"January 21, 2019",No specific Reason,2019,Pending 
MBA,2018,Male,09-Jan-92,Kathmandu,,Business Administration,59.9,Employed,,,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Male,28-Dec-95,Kavreplanchok,,Computer Science,59,Entrepreneur,Service,Service,Withdrawn ,"January 21, 2019",No specific Reason,2019,Pending 
MBA,2018,Male,28-May-89,Kathmandu,,Social Work,61.2,Employed,,,Withdrawn ,"November 27, 2018",Abroad Study,2018,Pending 
MBA,2018,Female,28-May-93,Kathmandu,,business,77.7,Employed,,,Graduate,"August 25, 2020",,2020,Financial Management 
MBA,2018,Female,08-Dec-93,Jhapa,,,56.2,Employed,,,Graduate,"August 25, 2020",,2020,Marketing Management
MBA,2018,Male,21-Apr-92,Kathmandu,,IT,50,Employed,,,Graduate,"August 25, 2020",,2020,Marketing Management
MBA,2018,Male,20-Jun-92,Bhaktapur,,,,Employed,House Wife,Businessman,Withdrawn ,"September 26, 2019",Administrative withdrawal,2019,Entrepreneurship 
MBA,2018,Male,27-Aug-91,Lalitpur,,Business Administration,57,Employed,,,Graduate,"August 25, 2020",,2020,Marketing Management
MBA,2018,Female,11-Dec-94,Kathmandu,,Information Technology,86.25,Unemployed,Housewife,Businessman,Withdrawn ,"July 10, 2019",Work Commitment,2019,Entrepreneurship 
MBA,2018,Male,20-Oct-94,Kathmandu,,,72,Employed,,,Graduate,"August 25, 2020",,2020,Marketing Management
MBA,2018,Male,26-Sep-93,Kathmandu,,,75,Employed,,,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Male,01-Jun-95,Kathmandu,,,47,Employed,,,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Female,31-Oct-91,Bhaktapur,,Business Administration,59.2,Employed,House Wife,Business Man,Withdrawn ,"December 30, 2019",Administrative withdrawal,2019,Marketing Management
MBA,2018,Male,25-Apr-95,Kathmandu,,Information Technology,69.2,Employed,,,Graduate,"August 25, 2020",,2020,Entrepreneurship 
MBA,2018,Male,08-Feb-95,Kathmandu,,Accountancy,81.1,Employed,Teacher,Professor,,,,1899,
FALSE,,,,,,,,,,,Withdrawn ,"September 17, 2019",Work Commitment,2019,Human Resources Management 
MBA,2018,Female,02-Jul-18,Lalitpur,,Bachelors in Business Administration,63,Employed,Program Director of United Mission to Nepal,Passed away before I was born,Withdrawn ,"July 25, 2019",Administrative withdrawal,2019,Entrepreneurship 
MBA,2018,Female,02-Jul-18,Kathmandu,,Bachelor's IN BUSINESS ADMINISTRATION,70.2,Employed,,,Graduate,"June 8, 2020",,2020,Entrepreneurship 
MBA,2018,Female,02-Jul-18,Lalitpur,,Bachelors in business Administration and Banking and Insurance,2.5,Employed,Housewife,Engineer,Graduate,"June 8, 2020",,2020,Entrepreneurship 
MBA,2018,Female,02-Jul-18,Kathmandu,,,61.1,Employed,,,Graduate,"June 8, 2020",,2020,Human Resources Management 
MBA,2018,Female,02-Jul-18,Lalitpur,,Bachelors in Business Management,,Employed,Home-Maker,Banker,Graduate,"June 8, 2020",,2020,Financial Management 
MBA,2018,Male,02-Jul-18,Baglung,,,3.64,Unemployed,Homemaker,Self-employed,Graduate,"June 8, 2020",,2020,Entrepreneurship 
MBA,2018,Male,02-Jul-18,Bara,,Bachelors in Business Adminstration,64.1,Employed,,,Graduate,"June 8, 2020",,2020,Entrepreneurship 
MBA,2018,Female,02-Jul-18,Sindhuli,,Professional Bachelor's degree in Business,56.8,Unemployed,Nepal Government Job,Retired Nepal Government Officer,Graduate,"June 8, 2020",,2020,Financial Management 
MBA,2018,Female,02-Jul-18,Kathmandu,,BBA-BI(BACHELOR OF BUSINESS ADMINISTRATION IN BANKING AND INSURANCE,68.8,Employed,Businesswoman,Deceased,Graduate,"June 8, 2020",,2020,Financial Management 
MBA,2018,Female,7-May-18,Kathmandu,,,3.5,Unemployed,Housewife,Real estate,Graduate,"November 19, 2019",,2019,Marketing Management
MBA,2018,Male,7-May-18,Kathmandu,,Bachelor in Business Information Systems,60.08,Unemployed,Housewife,Real estate,Withdrawn ,"March 3, 2019",Family Issues ,2019,Entrepreneurship 
MBA,2018,Male,7-May-18,Lalitpur,,BBA,44.1,Employed,,,Graduate,"June 8, 2020",,2020,Human Resources Management 
MBA,2018,Male,7-May-18,Kathmandu,,BACHELOR'S IN SOCIAL SCIENCE,61.1,Unemployed,Housewife,Timber Business,Graduate,"January 6, 2020",,2020,Marketing Management
MBA,2018,Male,7-May-18,Sindhupalchauk,,BBA,61,Employed,Own Shop,Business,Graduate,"October 26, 2020",,2020,Financial Management 
MBA,2018,Female,7-May-18,Kavreplanchok,,Bachelor in Business Studies,,Employed,,,Graduate,"January 6, 2020",,2020,Entrepreneurship 
MBA,2018,Male,05-Mar-18,Parwat,,,,Employed,House wife,Retired,Graduate,"January 6, 2020",,2020,Entrepreneurship 
MBA,2018,Male,05-Mar-18,Chitwan,,Bachelor,69,Entrepreneur,N/A at this moment,Governmental,Graduate,"January 6, 2020",,2020,Human Resources Management 
MBA,2018,Female,05-Mar-18,Lalitpur,,Bachelor,64.9,Employed,Housewife and social worker,Businessman,Withdrawn ,"May 5, 2019",Administrative withdrawal,2019,Entrepreneurship 
MBA,2018,Male,05-Mar-18,Kathmandu,,Bachelor,2.5,Employed,,,Graduate,"January 6, 2020",,2020,Entrepreneurship 
MBA,2018,Male,05-Mar-18,Kavreplanchok,,,2.09,Employed,,,Graduate,"January 6, 2020",,2020,Human Resources Management 
MBA,2018,Female,05-Mar-18,Kathmandu,,Bachelor,75.9,Employed,Housewife,Service,Withdrawn ,"January 14, 2019",Administrative withdrawal,2019,Marketing Management
MBA,2018,Male,05-Mar-18,Kathmandu,,Bachelor,59,Employed,,,Withdrawn ,"January 14, 2019",No specific Reason,2019,Entrepreneurship 
MBA,2018,Male,05-Mar-18,Dhading,,Bachelor,44.1,Employed,,,Graduate,"January 6, 2020",,2020,Human Resources Management 
MBA,2018,Female,05-Mar-18,Lalitpur,,,,Employed,,,Graduate,"January 6, 2020",,2020,Marketing Management
MBA,2018,Female,05-Mar-18,Kathmandu,,Bachelor,61,Employed,Hospitality,Hospitality,Graduate,"January 6, 2020",,2020,Financial Management 
MBA,2018,Female,05-Mar-18,Dhading,,Bachelor,65.66,Employed,,,Graduate,"January 6, 2020",,2020,Entrepreneurship 
MBA,2018,Male,05-Mar-18,Makwanpur,,Diploma,2.5,Entrepreneur,"Senior Admin Officer, CTEVT",Diplomat,Graduate,"January 6, 2020",,2020,Financial Management 
MBA,2018,Female,05-Mar-18,Dailekh,,Bachelor,75.6,Employed,,,Withdrawn ,"May 5, 2019",Administrative withdrawal,2019,Entrepreneurship 
MBA,2018,Male,05-Mar-18,Lalitpur,,Bachelor,55.7,Employed,House wife,Insurance company,Graduate,"January 6, 2020",,2020,Human Resources Management 
MBA,2018,Female,05-Mar-18,Kathmandu,,Bachelor,75,Employed,Facilitator (Pre- Schooling),Director of School and Colleges,Graduate,"January 6, 2020",,2020,Marketing Management
MBA,2018,Male,7-May-18,Rupandehi,,Bachelor,49.9,Entrepreneur,Housewife,Hotelier,Graduate,"January 3, 2020",,2020,Entrepreneurship 
MBA,2018,Male,05-Mar-18,Kathmandu,,Bachelor,2,Employed,,,Graduate,"January 3, 2020",,2020,Entrepreneurship 
MBA,2018,Male,05-Mar-18,Kathmandu,,,2.5,Employed,,,Graduate,"January 6, 2020",,2020,Entrepreneurship 
MBA,2018,Female,05-Mar-18,Parsa,,Bachelor,67.3,Unemployed,Housewife,Government Employee,Graduate,"January 6, 2020",,2020,Entrepreneurship 
MBA,2018,Female,05-Mar-18,Lalitpur,,,48.93,Employed,Retired,Retired,Graduate,"August 25, 2020",,2020,Financial Management 
MBA,2018,Male,05-Mar-18,Chitwan,,,,Employed,,,Withdrawn ,"January 14, 2019",Administrative withdrawal,2019,Financial Management 
MBA,2018,Female,05-Mar-18,kathmandu,,Bachelor,65,Employed,,,Withdrawn ,"June 22, 2020",Personal Reason,2020,Financial Management 
MBA,2018,Female,05-Mar-18,Kathmandu,,Bachelor,64.9,Employed,Homemaker,Service,Withdrawn ,"May 5, 2019",Administrative withdrawal,2019,Financial Management 
MBA,2018,Male,05-Mar-18,Kanchanpur,,Bachelor,59.8,Employed,Housewife,Businessman,Graduate,"January 6, 2020",,2020,Entrepreneurship 
MBA,2018,Male,05-Mar-18,Kathmandu,,Bachelor,,Employed,Home maker,Business,Graduate,"January 6, 2020",,2020,Entrepreneurship 
MBA,2018,Female,05-Mar-18,Kathmandu,,Bachelor,,Employed,House wife,Business owner,Graduate,"January 6, 2020",,2020,Human Resources Management 
MBA,2018,Female,05-Mar-18,Lalitpur,,Bachelor,70,Entrepreneur,Service,N/A,Graduate,"January 6, 2020",,2020,Entrepreneurship 
MBA,2018,Male,05-Mar-18,Sankhuwasabha,,Bachelor,73,Employed,House Wife,Agriculture,Graduate,"January 6, 2020",,2020,Marketing Management
MBA,2018,Male,05-Mar-18,Kathmandu,,Bachelor,70,Employed,House wife,Broker,Graduate,"January 6, 2020",,2020,Entrepreneurship 
MBA,2018,Male,05-Mar-18,,India ,Bachelor,80.8,Employed,,,Withdrawn ,"April 7, 2018",Work Commitment,2018,Pending 
MBA,2018,Male,05-Mar-18,Kathmandu,,Bachelor,52,Employed,,,Graduate,"January 6, 2020",,2020,Marketing Management
MBA,2018,Male,01-Mar-93,,India ,Business Management,3,Entrepreneur,Housewife,Entrepreneur,Withdrawn ,"August 3, 2018",Administrative withdrawal,2018,Pending 
MBA,2018,Male,01-Mar-93,Kathmandu,,Business Management,64,Entrepreneur,,,Graduate,"October 24, 2019",,2019,Entrepreneurship 
MBA,2018,Male,20-May-93,Bhaktapur,,,,Entrepreneur,Housewife,Businessman,Graduate,"October 24, 2019",,2019,Human Resources Management 
MBA,2018,Female,18-Dec-95,Lalitpur,,BACHELOR'S IN BUSINESS ADMINISTRATION(BBA),76,Employed,,,Graduate,"January 6, 2020",,2020,Marketing Management
MBA,2018,Male,10-Oct-87,kathmandu,,Sociology and Economic,51,Employed,House wife,Business man,Graduate,"January 6, 2020",,2020,Entrepreneurship 
MBA,2018,Female,05-Jan-94,Lalitpur,,Business Studies,59.5,Employed,,,Graduate,"January 6, 2020",,2020,Human Resources Management 
MBA,2018,Female,15-Jan-92,Bhaktapur,,Management,67.9,Employed,,,Withdrawn ,"July 20, 2019",Work Commitment,2019,Marketing Management
MBA,2018,Male,05-Nov-89,kathmandu,,,65.3,Entrepreneur,,,Withdrawn ,"January 4, 2019",No specific Reason,2019,Pending 
MBA,2018,Male,02-Dec-92,Kathmandu,,Information Technology,56.5,Employed,,,Graduate,"October 24, 2019",,2019,Marketing Management
MBA,2018,Female,27-Jan-93,Kathmandu,,BUSINESS ADMINISTRATION,65,Employed,housewife,engineer at NTC,Graduate,"January 6, 2020",,2020,Human Resources Management 
MBA,2018,Male,25-May-93,Okhaldunga,,BUSINESS STUDIES,61.8,Unemployed,Business women,Business man,Withdrawn ,"August 3, 2018",No specific Reason,2018,Pending 
MBA,2018,Male,05-Jun-91,Kathmandu,,Biotechnology,59.3,Employed,,,Withdrawn ,"September 26, 2019",Administrative withdrawal,2019,Human Resources Management 
MBA,2018,Female,23-Nov-94,Kathmandu,,,70,Employed,,,,,,1899,
FALSE,,,,,,,,,,,Graduate,"October 24, 2019",,2019,Entrepreneurship 
MBA,2017,Male,02-Sep-90,Morang,,,,Unemployed,Housewife,Businessman,Graduate,"October 24, 2019",,2019,Entrepreneurship 
MBA,2017,Male,26-Dec-94,Kathmandu,,Bachelors of Business Studies,53,Unemployed,GOVERNMENT JOB,GOVERNMENT JOB,Graduate,"October 24, 2019",,2019,Financial Management 
MBA,2017,Female,04-Nov-89,Kathmandu,,Bachelors of Business Studies,60.6,Unemployed,Unemployed,Business,Graduate,"October 24, 2019",,2019,Financial Management 
MBA,2017,Female,14-Aug-93,Kathmandu,,BBA,63.5,Entrepreneur,,,Graduate,"October 24, 2019",,2019,Human Resources Management 
MBA,2017,Male,28-Jan-93,Kavreplanchok,,,56.6,Employed,Business,Business,Graduate,"October 24, 2019",,2019,Human Resources Management 
MBA,2017,Male,17-Jul-93,Kathmandu,,,,Unemployed,House Wife,Retired Bank Manager,Graduate,"October 24, 2019",,2019,Human Resources Management 
MBA,2017,Male,23-Jan-95,Bhaktapur,,,3.5,Entrepreneur,,,Graduate,"October 24, 2019",,2019,Marketing Management
MBA,2017,Male,12-Oct-94,Kathmandu,,Bachelors Of Information Management,55.6,Employed,Housewife,Retired officer,Graduate,"October 24, 2019",,2019,Marketing Management
MBA,2017,Female,10-Jan-95,Lalitpur,,Bachelors of Business Administration,2,Employed,,,Graduate,"October 24, 2019",,2019,Marketing Management
MBA,2017,Female,22-Apr-94,Kathmandu,,,,Employed,House Maker,Business man,Graduate,"October 24, 2019",,2019,Marketing Management
MBA,2017,Male,06-Nov-93,Mahottari,,Bachelors in Business Adminstration,62.4,Employed,House wife,Business,Graduate,"Mar 2, 2020",,2020,Marketing Management
MBA,2017,Male,16-Jun-94,Kathmandu,,BBA,,Employed,N/A,Business personal,Graduate,"October 24, 2019",,2019,Marketing Management
MBA,2017,Female,26-Apr-90,Kathmandu,,,,Unemployed,Housewife,Retired,Graduate,"Mar 2, 2020",,2020,Entrepreneurship 
MBA,2017,Male,16-Sep-89,Rupandehi,,Engineering Degree,67.5,Entrepreneur,Teacher,Business,Graduate,"April 28, 2019",,2019,Entrepreneurship 
MBA,2017,Female,13-Oct-92,Kavreplanchok,,BBA,64,Employed,,,Graduate,"April 28, 2019",,2019,Entrepreneurship 
MBA,2017,Male,21-Jan-88,Kathmandu,,Electronics Engineer,65.3,Unemployed,,,Graduate,"April 28, 2019",,2019,Entrepreneurship 
MBA,2017,Male,21-Oct-92,Kathmandu,,Business Administration in Banking and Insurance,57.1,Entrepreneur,Service,Service,Graduate,"April 28, 2019",,2019,Financial Management 
MBA,2017,Male,22-Feb-97,Kailali,,BACHELOR OF BUSINESS ADMINISTRATION,64,Unemployed,Housewife,Businessman,Withdrawn ,"September 15, 2018",Administrative withdrawal,2018,Entrepreneurship 
MBA,2017,Female,27-Mar-93,Kathmandu,,Bachelors of Business Administration,59,Employed,,,Graduate,"April 28, 2019",,2019,Financial Management 
MBA,2017,Female,15-Dec-95,Kathmandu,,Bachelor in Business Administration-Banking and Insurance (BBA-BI),61.3,Employed,,,Graduate,"April 28, 2019",,2019,Human Resources Management 
MBA,2017,Male,06-Feb-95,Kathmandu,,,,Employed,,,Graduate,"April 28, 2019",,2019,Financial Management 
MBA,2017,Female,07-Jul-94,Gulmi,,First Class Honors,3,Entrepreneur,Business Person,Business Person,Graduate,"April 28, 2019",,2019,Human Resources Management 
MBA,2017,Female,26-Nov-94,Bhaktapur,,BBA,77.1,Employed,,,Withdrawn ,"September 15, 2018",Administrative withdrawal,2018,Human Resources Management 
MBA,2017,Female,22-Sep-95,Kathmandu,,BACHELORS,80,Employed,,,Graduate,"March 4, 2019",,2019,Human Resources Management 
MBA,2017,Female,14-Feb-94,Lalitpur,,Bachelor In information Management,69,Employed,Housewife,Sales Manager,Graduate,"October 24, 2019",,2019,Entrepreneurship 
MBA,2017,Male,07-Feb-90,Kathmandu,,Bachelor's Degree,62.3,Employed,N/A,Lecturer,Graduate,"April 28, 2019",,2019,Entrepreneurship 
MBA,2017,Female,29-Jan-94,Banke,,Bachelors in Business Management,65.6,Entrepreneur,Homemaker,Businessman,Graduate,"April 28, 2019",,2019,Human Resources Management 
MBA,2017,Female,25-Jan-91,Kathmandu,,Bachelor in Architecture,78.3,Employed,,,Withdrawn ,"August 3, 2018",Abroad Study,2018,Human Resources Management 
MBA,2017,Female,25-Jun-92,Lalitpur,,Bachelor in Business Studies,73.04,Employed,,,Graduate,"April 28, 2019",,2019,Entrepreneurship 
MBA,2017,Male,29-Nov-93,Chitwan,,BBA,78.4,Employed,,,Graduate,"March 4, 2019",,2019,Entrepreneurship 
